"province","district","sector","cell","village","gid","lon","lat"
"Amajyepfo","Nyamagabe","Nkomane","Nyarwungo","Rangi","E105S80",29.4079522301104,-2.27913747118385
"Iburasirazuba","Kayonza","Mwiri","Nyawera","Gitega","E118S76",30.5581463136171,-1.86170044282775
"Amajyepfo","Nyaruguru","Rusenge","Raranzige","Ntanda","E108S85",29.6179424851324,-2.66035091345248
"Iburasirazuba","Nyagatare","Rwimiyaga","Nyendo","Rebero","E116S68",30.416476386906,-1.19719602360863
"Iburengerazuba","Rutsiro","Rusebeya","Mberi","Marimba","E106S77",29.4841581120525,-1.93670851417691
"Amajyepfo","Gisagara","Mugombwa","Baziro","Banzankuru","E110S85",29.8498322357598,-2.66021289929877
"Iburasirazuba","Gatsibo","Gasange","Teme","Giheta","E115S75",30.2855960107918,-1.80923513167962
"Iburengerazuba","Nyabihu","Karago","Busoro","Gasasa","E106S73",29.4750842204507,-1.63192023791975
"Iburasirazuba","Bugesera","Nyamata","Murama","Kivugiza","E113S79",30.1326879114074,-2.13706659082903
"Iburasirazuba","Bugesera","Mayange","Kagenge","Gitaramuka","E113S79",30.141764421283,-2.19807832522041
"Iburengerazuba","Rutsiro","Mushubati","Gitwa","Taba","E106S77",29.46393065557,-1.98392064780876
"Iburasirazuba","Gatsibo","Gasange","Viro","Viro","E115S75",30.2698187300725,-1.7571913001112
"Amajyepfo","Nyamagabe","Gasaka","Nyamugari","Karama","E107S82",29.5747491904574,-2.43869899169216
"Amajyaruguru","Gicumbi","Rushaki","Gitega","Karambi","E113S72",30.1032041885592,-1.50733987450454
"Iburasirazuba","Bugesera","Mayange","Mbyo","Rwimikoni I","E114S80",30.1778493762199,-2.24130617759782
"Iburengerazuba","Rubavu","Kanama","Kamuhoza","Rwankomo","E105S74",29.3693041248708,-1.69636180006679
"Umujyi wa Kigali","Kicukiro","Masaka","Gitaraga","Rwintare","E114S77",30.1798619102323,-2.01118914560681
"Amajyepfo","Kamonyi","Nyamiyaga","Kidahwe","Nyamiyaga","E111S78",29.8984395807038,-2.05578564621944
"Amajyepfo","Nyamagabe","Tare","Kaganza","Buremera","E106S83",29.4893250160266,-2.50339743298515
"Iburengerazuba","Nyabihu","Rugera","Nyagahondo","Kabyaza","E108S73",29.6281383029707,-1.65146087905103
"Iburasirazuba","Kayonza","Murama","Nyakanazi","Rurenge","E118S78",30.5853344341816,-2.0830111397767
"Amajyepfo","Nyamagabe","Uwinkingi","Bigumira","Gakoko","E106S83",29.4420565220225,-2.50297182755139
"Iburasirazuba","Nyagatare","Nyagatare","Kamagiri","Kamagiri","E116S70",30.3780625527986,-1.3230542677051
"Amajyaruguru","Gakenke","Muzo","Rwa","Gihororo","E109S74",29.7069230565371,-1.68833944212497
"Amajyepfo","Gisagara","Save","Munazi","Nyarure","E110S84",29.7978892601305,-2.5852363387913
"Amajyepfo","Muhanga","Kiyumba","Ruhina","Kabimbura","E109S76",29.7497332499237,-1.86477558891731
"Iburengerazuba","Karongi","Murambi","Shyembe","Nyamagana","E107S79",29.5856586204633,-2.19047598576259
"Iburasirazuba","Gatsibo","Nyagihanga","Kibare","Kagera","E114S72",30.1887569142813,-1.55785360381419
"Amajyepfo","Huye","Kigoma","Kabuga","Ruhungu","E108S83",29.6220716465734,-2.46848187299679
"Iburasirazuba","Gatsibo","Ngarama","Karambi","Kamuri","E115S72",30.2540867775245,-1.49312842412975
"Iburasirazuba","Kirehe","Mushikiri","Rwayikona","Rwakabandama","E120S79",30.7070704849904,-2.16321946915571
"Amajyepfo","Nyaruguru","Nyabimata","Ruhinga","Ndaro","E105S85",29.4132555048818,-2.73078476037934
"Amajyaruguru","Gakenke","Ruli","Gikingo","Karango","E110S76",29.8060029135279,-1.83824663118465
"Iburasirazuba","Nyagatare","Karangazi","Rwenyemera","Kayishunika","E116S71",30.4004957485784,-1.45408957112392
"Iburengerazuba","Ngororero","Kabaya","Gaseke","Mbandari","E107S75",29.5381120074573,-1.76794160472902
"Iburasirazuba","Bugesera","Mareba","Bushenyi","Kabeza","E113S80",30.0810473714088,-2.26291989463281
"Amajyaruguru","Gakenke","Minazi","Gasiho","Mbogo","E110S75",29.8059791188277,-1.74572932044145
"Amajyepfo","Nyaruguru","Cyahinda","Cyahinda","Cyahinda","E107S86",29.6046068760347,-2.73699970853925
"Iburengerazuba","Karongi","Rwankuba","Munini","Byimana","E105S80",29.3830922218511,-2.19311789963932
"Iburasirazuba","Nyagatare","Karama","Ndego","Rusoroza","E114S70",30.1820953376841,-1.36832110337364
"Iburasirazuba","Kirehe","Nasho","Kagese","Nyabimuri","E120S79",30.7431018479325,-2.15006518550269
"Iburengerazuba","Nyamasheke","Kanjongo","Susa","Marongi","E103S81",29.1852473220296,-2.34939247736167
"Amajyepfo","Nyanza","Ntyazo","Katarara","Kamabuye","E111S82",29.9371644765933,-2.41273723518385
"Iburasirazuba","Nyagatare","Matimba","Kanyonza","Gakoma","E117S67",30.4413804470832,-1.09600582904737
"Amajyepfo","Gisagara","Save","Munazi","Gitwa","E109S84",29.7888382607856,-2.56257807302003
"Amajyepfo","Huye","Kinazi","Byinza","Rwerinka","E110S82",29.8156082085538,-2.42738777939142
"Amajyaruguru","Musanze","Muhoza","Kigombe","Nyamagumba","E108S72",29.6349194281998,-1.51387617892525
"Umujyi wa Kigali","Gasabo","Rusororo","Nyagahinga","Kigarama","E114S77",30.1910982826661,-1.97971719672989
"Amajyaruguru","Musanze","Remera","Murwa","Giseke","E109S72",29.7227078883959,-1.51926099846817
"Iburasirazuba","Nyagatare","Katabagemu","Nyakigando","Nyakigando I","E115S71",30.3284297719188,-1.44429887162973
"Amajyepfo","Gisagara","Mugombwa","Mugombwa","Migina","E110S85",29.8408710945632,-2.68044740071867
"Amajyepfo","Nyamagabe","Kibirizi","Karambo","Nyirakiraro","E107S82",29.576945200442,-2.40485474782597
"Iburasirazuba","Nyagatare","Mukama","Gihengeri","Gashahi","E114S72",30.1527393684366,-1.51913299965494
"Iburengerazuba","Rubavu","Mudende","Ndoranyi","Nyabishongo","E105S73",29.3873116076118,-1.61753569277434
"Amajyepfo","Huye","Kinazi","Gitovu","Rubona","E110S82",29.8268428684721,-2.41395013695999
"Iburasirazuba","Kirehe","Mpanga","Rubaya","Gacenshero","E121S79",30.8332458571047,-2.16905627595886
"Iburengerazuba","Nyabihu","Kabatwa","Myuga","Myuga","E105S73",29.4075760402049,-1.5658196552513
"Amajyepfo","Nyamagabe","Gatare","Gatare","Gashasha","E105S81",29.3855670968272,-2.3669887395585
"Iburasirazuba","Kayonza","Kabare","Cyarubare","Kibimba","E119S77",30.6663559887194,-1.99590149141659
"Amajyepfo","Nyamagabe","Gatare","Gatare","Kiyovu","E105S81",29.4035694211342,-2.36489353623059
"Iburasirazuba","Nyagatare","Rwimiyaga","Ntoma","Gashwenu","E117S68",30.4480147200871,-1.19303194750023
"Amajyepfo","Huye","Simbi","Mugobore","Rugarama","E108S83",29.6581835070023,-2.52073814365409
"Amajyepfo","Nyanza","Muyira","Nyamiyaga","Kiniga","E110S81",29.8739868055141,-2.3263695273584
"Iburasirazuba","Nyagatare","Karama","Nyakiga","Kabeza","E114S70",30.1550649262315,-1.3793133637447
"Iburasirazuba","Rwamagana","Nyakaliro","Gatare","Gatare","E114S78",30.2271967780209,-2.0635557982332
"Iburengerazuba","Nyamasheke","Kirimbi","Karengera","Karambi","E103S80",29.2233848659804,-2.25940819252803
"Amajyaruguru","Rulindo","Bushoki","Mukoto","Mukoto","E111S74",29.9162906328929,-1.71298263065708
"Iburengerazuba","Ngororero","Bwira","Bungwe","Gasura","E107S77",29.5674339591929,-1.93072606353527
"Iburasirazuba","Kirehe","Kigarama","Cyanya","Nyarutovu","E119S81",30.6307844504391,-2.37896238326313
"Iburengerazuba","Nyabihu","Kintobo","Gatovu","Rubande","E107S73",29.5561155113109,-1.60111041824747
"Iburasirazuba","Ngoma","Gashanda","Munege","Kanege","E117S80",30.459334683137,-2.21028715503897
"Amajyaruguru","Gakenke","Nemba","Mucaca","Kabingo","E110S73",29.7924716994233,-1.60795470587782
"Iburengerazuba","Nyamasheke","Kagano","Shara","Gisunzu","E102S81",29.1064377171093,-2.3125658248424
"Iburasirazuba","Kayonza","Mwiri","Kageyo","Rwisirabo II","E119S75",30.6730201871024,-1.83134846849336
"Iburengerazuba","Ngororero","Kageyo","Nyamata","Kagarama","E107S76",29.605662112396,-1.85209700139783
"Amajyaruguru","Gakenke","Minazi","Raba","Ndegamire","E110S74",29.8059751857484,-1.71188260783032
"Iburasirazuba","Rwamagana","Muyumbu","Murehe","Murehe","E115S77",30.2834495245034,-2.00546871197291
"Amajyepfo","Nyaruguru","Nyabimata","Nyabimata","Rwerere","E106S85",29.4401763561795,-2.69037409111187
"Amajyaruguru","Musanze","Gashaki","Muharuro","Murandi","E109S72",29.7519658877398,-1.53986019089784
"Iburasirazuba","Kirehe","Mushikiri","Rwayikona","Kabuga","E120S79",30.729610662895,-2.17247652363615
"Amajyepfo","Huye","Karama","Buhoro","Nyamapfunda","E108S84",29.6268802859023,-2.62882230893312
"Amajyaruguru","Gakenke","Kamubuga","Kamubuga","Nyarungu","E109S73",29.7879742395051,-1.58083386411663
"Iburasirazuba","Rwamagana","Munyiginya","Bwana","Rweza","E116S76",30.3757327834821,-1.92294970091788
"Amajyepfo","Ruhango","Ruhango","Nyamagana","Kinama","E110S80",29.8063450289476,-2.25350098026048
"Amajyaruguru","Gakenke","Nemba","Gisozi","Nyamyumba","E110S73",29.805979062849,-1.60808960659369
"Iburasirazuba","Nyagatare","Rwempasha","Kabare","Ururimbi","E116S69",30.387133713541,-1.25550313160869
"Amajyepfo","Gisagara","Muganza","Muganza","Agasharu","E110S84",29.8655393639819,-2.63552674518864
"Iburengerazuba","Rusizi","Gashonga","Kamurehe","Rebero","E100S84",28.9268387280279,-2.57300947057285
"Amajyepfo","Nyanza","Mukingo","Cyerezo","Bweramana","E108S81",29.6983567669806,-2.30665333872131
"Iburasirazuba","Nyagatare","Nyagatare","Rutaraka","Gihorobwa","E116S70",30.3465333273639,-1.32045924775305
"Amajyaruguru","Rulindo","Burega","Butangampundu","Mayaga","E112S74",30.0603935376349,-1.74376596141283
"Amajyepfo","Nyaruguru","Mata","Rwamiko","Matyazo","E107S84",29.5435103832189,-2.58968545458608
"Amajyaruguru","Musanze","Musanze","Rwambogo","Rwunga","E107S72",29.5831552409738,-1.49531298717182
"Iburasirazuba","Kirehe","Musaza","Mubuga","Kanombe","E119S81",30.6509682180175,-2.32277712661213
"Amajyaruguru","Gakenke","Janja","Gatwa","Nyagisozi","E108S74",29.691165535128,-1.68367141703234
"Amajyepfo","Gisagara","Gikonko","Gikonko","Karubondo","E110S83",29.8629796679085,-2.47974885817856
"Amajyaruguru","Gicumbi","Mutete","Kabeza","Rusebeya","E113S74",30.0919174385741,-1.74408635479404
"Iburengerazuba","Rutsiro","Manihira","Tangabo","Munini","E105S77",29.4256415635456,-1.93841564337786
"Iburasirazuba","Kayonza","Rwinkwavu","Mukoyoyo","Nyamabuye","E119S77",30.6370564615932,-1.97755070497868
"Iburengerazuba","Nyamasheke","Bushenge","Karusimbi","Gasharu","E101S82",28.99406683569,-2.40869831409548
"Umujyi wa Kigali","Gasabo","Rutunga","Kabaliza","Kabaliza","E114S75",30.1730020033888,-1.82387052679413
"Iburengerazuba","Karongi","Twumba","Gitabura","Kibingo","E105S80",29.3425864763651,-2.19726363102994
"Iburasirazuba","Nyagatare","Karangazi","Nyamirama","Nkoma I","E117S71",30.4613087224113,-1.45474322096153
"Iburengerazuba","Karongi","Ruganda","Biguhu","Gitwa","E106S80",29.4596709592745,-2.24123029794462
"Umujyi wa Kigali","Gasabo","Bumbogo","Nyabikenke","Nyampamo","E114S76",30.1685264930176,-1.89150371594088
"Iburasirazuba","Kirehe","Nyamugari","Bukora","Bukinanyana","E120S81",30.779360207098,-2.30606044765882
"Iburengerazuba","Nyabihu","Kabatwa","Gihorwe","Rushubi","E105S73",29.4233286395985,-1.57274205332981
"Amajyepfo","Nyaruguru","Mata","Rwamiko","Rwamiko","E107S84",29.5525417200321,-2.60331416540853
"Iburasirazuba","Gatsibo","Nyagihanga","Nyagitabire","Kabudogo","E114S72",30.22704967544,-1.52667613454845
"Amajyepfo","Kamonyi","Karama","Muganza","Gatare","E110S76",29.875828176031,-1.91565553394664
"Amajyepfo","Gisagara","Save","Munazi","Kadurumba","E109S84",29.7843850632306,-2.58736889693692
"Iburasirazuba","Gatsibo","Gatsibo","Gatsibo","Hanika","E114S73",30.2292836648104,-1.59210995709002
"Iburasirazuba","Gatsibo","Kageyo","Nyagisozi","Nyabukobero","E115S74",30.2833236405867,-1.67612939468315
"Iburasirazuba","Rwamagana","Muyumbu","Murehe","Kayigi","E115S78",30.2969783502183,-2.02590953490879
"Iburengerazuba","Nyamasheke","Karengera","Gashashi","Rwinkuba","E101S83",29.0279630189006,-2.49933304654226
"Amajyepfo","Nyanza","Kigoma","Butara","Gasharu","E110S81",29.8109433321545,-2.32351394676981
"Amajyaruguru","Gicumbi","Kaniga","Gatoma","Gashiru","E113S71",30.0627138364731,-1.42345894867189
"Amajyepfo","Kamonyi","Nyamiyaga","Ngoma","Gitega","E111S78",29.934477095537,-2.07193385497053
"Amajyepfo","Ruhango","Kabagali","Bihembe","Bwama","E107S80",29.594740662595,-2.25602428853458
"Amajyaruguru","Gicumbi","Muko","Kigoma","Ryarwoga","E114S74",30.2045052697812,-1.71365811020007
"Amajyaruguru","Gicumbi","Ruvune","Gasambya","Ryasunzu","E114S74",30.1909926256584,-1.65938118948092
"Amajyepfo","Gisagara","Kigembe","Gatovu","Kigarama","E109S86",29.7734704918458,-2.74304187179445
"Amajyaruguru","Gakenke","Gashenyi","Rutabo","Buhira","E110S73",29.8510049482458,-1.60628437650429
"Iburengerazuba","Nyamasheke","Karambi","Rushyarara","Amizero","E103S81",29.2414822975146,-2.33182688215472
"Iburasirazuba","Kayonza","Mwiri","Nyamugari","Kigarama","E119S76",30.607700109289,-1.85320383385972
"Iburengerazuba","Karongi","Gashari","Rugobagoba","Nkingo","E106S79",29.4708595417031,-2.18489438498436
"Amajyepfo","Kamonyi","Nyamiyaga","Ngoma","Munyinya","E111S78",29.9142076352408,-2.06496603336829
"Amajyepfo","Kamonyi","Rugarika","Kigese","Mibirizi","E111S77",29.9682032741853,-2.01585105835123
"Iburasirazuba","Gatsibo","Muhura","Mamfu","Akamatamu","E115S74",30.305848373436,-1.7350087923759
"Amajyaruguru","Rulindo","Kinihira","Marembo","Kiyebe","E111S74",29.9410554642847,-1.65908320444565
"Amajyepfo","Nyamagabe","Tare","Nkumbure","Biraro","E106S83",29.5029178707563,-2.55093555546844
"Iburasirazuba","Gatsibo","Rugarama","Remera","Akajevuba","E116S74",30.3621486915975,-1.69274217874159
"Amajyepfo","Nyamagabe","Kamegeri","Nyarusiza","Rutuna","E107S83",29.5839378333921,-2.54263711771564
"Iburasirazuba","Nyagatare","Rwempasha","Mishenyi","Mishenyi","E115S69",30.2745407850531,-1.23850092976576
"Amajyaruguru","Gakenke","Muhondo","Gasiza","Gahondo","E110S75",29.8802866374684,-1.80964549572551
"Amajyepfo","Gisagara","Nyanza","Nyamugari","Urugogwe","E109S86",29.7083202106099,-2.80115362145345
"Iburengerazuba","Nyamasheke","Kagano","Mubumbano","Makoko","E102S81",29.1109903886568,-2.35099647221529
"Iburasirazuba","Rwamagana","Gahengeri","Rweri","Nyamugari","E115S77",30.2766594965189,-1.95802563276683
"Iburengerazuba","Nyabihu","Rurembo","Mwana","Karukungu","E107S74",29.6033779434867,-1.65573238480356
"Iburasirazuba","Ngoma","Rukumberi","Rubona","Rugenda I","E116S80",30.3376983633042,-2.20228832378725
"Amajyepfo","Muhanga","Rongi","Karambo","Gitwa","E109S76",29.7429743373823,-1.85116957485662
"Umujyi wa Kigali","Gasabo","Jabana","Kabuye","Rebero","E112S76",30.0536790608101,-1.87680829096539
"Amajyaruguru","Gakenke","Rushashi","Burimba","Kara","E110S74",29.8464996957456,-1.72807985921899
"Amajyepfo","Muhanga","Nyabinoni","Nyarusozi","Rusenge","E108S75",29.7001806744176,-1.77628160939734
"Amajyepfo","Huye","Huye","Muyogoro","Rwaza","E108S84",29.6966272672399,-2.60913777918178
"Iburasirazuba","Nyagatare","Gatunda","Nyangara","Kabeza","E114S71",30.1775375320469,-1.45623624311214
"Amajyepfo","Ruhango","Ruhango","Tambwe","Rugondo","E110S79",29.8107707929156,-2.19034727131364
"Iburasirazuba","Rwamagana","Gishali","Ruhimbi","Cyiri","E116S77",30.3892615342303,-1.94790164384362
"Amajyepfo","Nyamagabe","Kibumbwe","Kibibi","Ryingarura","E107S82",29.5364027183548,-2.38867968547677
"Iburengerazuba","Rutsiro","Musasa","Nyarubuye","Bwinyana","E104S77",29.3288726097757,-1.9465432257431
"Iburasirazuba","Ngoma","Mutenderi","Nyagasozi","Nyagasozi","E118S80",30.5247246378721,-2.26058116005797
"Umujyi wa Kigali","Nyarugenge","Kigali","Kigali","Murama","E112S77",30.03121433069,-1.9690902033881
"Iburengerazuba","Karongi","Mutuntu","Gisayura","Ryarugango","E105S80",29.428182798005,-2.25900279342598
"Iburasirazuba","Gatsibo","Remera","Kigabiro","Runyinya","E115S74",30.3193572300984,-1.67425016598933
"Amajyepfo","Kamonyi","Musambira","Cyambwe","Giheta","E110S78",29.8579258173534,-2.06893178848164
"Amajyaruguru","Gicumbi","Rubaya","Muguramo","Ngange","E112S71",29.995145643386,-1.45885192976124
"Amajyepfo","Gisagara","Kibirizi","Kibirizi","Burashi","E109S85",29.7800098986498,-2.64828154681863
"Umujyi wa Kigali","Gasabo","Bumbogo","Nkuzuzu","Burima","E114S76",30.1887850281013,-1.87366175391697
"Iburengerazuba","Rutsiro","Manihira","Muyira","Rutare","E105S76",29.4278800495237,-1.91586369657802
"Amajyepfo","Gisagara","Kansi","Bwiza","Akakinka","E109S85",29.7598261971644,-2.68421804020544
"Iburasirazuba","Nyagatare","Nyagatare","Rutaraka","Nkonji","E116S70",30.3352419072661,-1.35867468135729
"Umujyi wa Kigali","Gasabo","Rutunga","Indatemwa","Kabarera","E114S75",30.15273153798,-1.81238427445153
"Amajyepfo","Nyaruguru","Nyabimata","Ruhinga","Cyumuzi","E105S85",29.4199279460628,-2.69471161020148
"Iburasirazuba","Nyagatare","Rukomo","Gahurura","Ubumwe","E115S71",30.254123912861,-1.4209566633053
"Amajyepfo","Nyamagabe","Kibumbwe","Bwenda","Nyamirama","E107S82",29.5566474914815,-2.3798347545553
"Iburasirazuba","Rwamagana","Gahengeri","Rweri","Nyamugari","E115S77",30.2766522425429,-1.94674618279996
"Amajyepfo","Nyaruguru","Munini","Ntwali","Umurambi","E107S85",29.5234833854099,-2.70014634303932
"Amajyaruguru","Burera","Butaro","Muhotora","Cyahera","E110S71",29.853317553188,-1.43258478652692
"Amajyepfo","Kamonyi","Nyamiyaga","Bibungo","Nkimbiri","E111S78",29.9074884435138,-2.10326385432574
"Iburasirazuba","Nyagatare","Rwimiyaga","Kirebe","Kirebe","E117S70",30.4726782490005,-1.30378693923475
"Amajyepfo","Gisagara","Musha","Kigarama","Kigarama","E110S83",29.8293338633774,-2.54715250515343
"Amajyaruguru","Gicumbi","Nyankenke","Rusasa","Nyangezi","E112S73",29.9883412802667,-1.61444086355787
"Amajyepfo","Nyaruguru","Kibeho","Mpanda","Mpanda","E107S85",29.5977012476638,-2.66919981720222
"Amajyaruguru","Musanze","Kinigi","Nyonirima","Butorwa I","E107S71",29.5831798110184,-1.44115628474909
"Iburasirazuba","Kayonza","Rwinkwavu","Mukoyoyo","Rebero","E119S77",30.6415477225441,-1.95730094491615
"Amajyaruguru","Burera","Rwerere","Gashoro","Kibuye","E110S72",29.8532931393118,-1.48221819230809
"Amajyepfo","Nyaruguru","Kivu","Cyanyirankora","Ruganza","E106S84",29.4603103765599,-2.63184153785948
"Iburasirazuba","Gatsibo","Nyagihanga","Nyagitabire","Nyamikamba","E114S72",30.2157923214067,-1.51979163047295
"Amajyepfo","Nyamagabe","Kibumbwe","Gakanka","Gikomero","E106S82",29.5094634165533,-2.43358786211494
"Iburengerazuba","Nyabihu","Mukamira","Rurengeri","Kibugazi","E106S73",29.517854483181,-1.58719758680465
"Iburasirazuba","Kirehe","Nasho","Rugoma","Rebezo","E119S79",30.6619647745202,-2.11989649236997
"Iburasirazuba","Gatsibo","Kabarore","Kabarore","Bihinga","E116S73",30.3914376729642,-1.584794159578
"Amajyepfo","Nyaruguru","Ruramba","Giseke","Kidogo","E106S84",29.5164670578985,-2.57363658747841
"Iburengerazuba","Karongi","Twumba","Gitabura","Rugeyo","E105S80",29.3448704890372,-2.22663523884688
"Iburasirazuba","Rwamagana","Gishali","Gati","Nyamabuye","E116S76",30.384715972228,-1.87341878806605
"Amajyaruguru","Gicumbi","Shangasha","Shangasha","Runaba","E112S72",30.0536607669516,-1.52261777218943
"Amajyepfo","Nyaruguru","Rusenge","Bunge","Nyanzoga","E108S85",29.6360469127997,-2.7034136184096
"Iburasirazuba","Nyagatare","Tabagwe","Gitengure","Bitibyoma","E115S69",30.2857678138724,-1.27244852403707
"Amajyepfo","Gisagara","Ndora","Dahwe","Gitwa","E110S84",29.8519960480838,-2.61959924439077
"Iburengerazuba","Rutsiro","Mushonyi","Rurara","Mukati","E105S76",29.3445881735253,-1.86993720264993
"Amajyepfo","Ruhango","Kinazi","Gisali","Gisari","E111S79",29.8962839831669,-2.15505998575943
"Iburasirazuba","Gatsibo","Kiramuruzi","Nyabisindu","Akabuga","E116S75",30.382443663677,-1.82377266703082
"Umujyi wa Kigali","Nyarugenge","Nyamirambo","Gasharu","Karukoro","E112S77",30.0425034021962,-2.0120728156943
"Amajyepfo","Ruhango","Kinihira","Nyakogo","Shamba","E108S80",29.6779907663311,-2.22520103611377
"Amajyaruguru","Burera","Kivuye","Gashanje","Bitukura","E110S71",29.8758466654205,-1.40574227655925
"Iburengerazuba","Karongi","Rugabano","Gitega","Kigarama","E106S79",29.4527865048175,-2.11925981056509
"Amajyepfo","Huye","Rusatira","Gafumba","Kigari","E110S82",29.8269117216368,-2.45458070802565
"Iburasirazuba","Bugesera","Juru","Kabukuba","Majanja","E114S78",30.2159469914151,-2.07472319339554
"Amajyaruguru","Musanze","Gataraga","Rubindi","Gataraga","E107S72",29.5696365659412,-1.53354229029449
"Amajyepfo","Gisagara","Gishubi","Nyeranzi","Gikuyo","E111S84",29.8946514981016,-2.55904913741712
"Iburasirazuba","Gatsibo","Remera","Rwarenga","Rushenyi","E116S74",30.3418847041375,-1.74891739966448
"Amajyaruguru","Gakenke","Busengo","Birambo","Gitwa","E108S73",29.6934192042507,-1.6272796795193
"Amajyepfo","Nyanza","Busasamana","Kavumu","Mugandamure A","E109S81",29.7591756226186,-2.33205408033118
"Iburasirazuba","Nyagatare","Rwempasha","Rugarama","Rugarama","E115S68",30.3016409954004,-1.17114167021218
"Iburasirazuba","Ngoma","Jarama","Karenge","Akajevuba","E116S80",30.351307435019,-2.27461960488598
"Amajyepfo","Nyamagabe","Nkomane","Nyarwungo","Rangi","E105S80",29.4057044544592,-2.28137473209324
"Iburengerazuba","Ngororero","Bwira","Ruhindage","Kabirizi","E108S77",29.6124508252288,-1.92889851387843
"Amajyepfo","Gisagara","Nyanza","Higiro","Impinga Ii","E109S86",29.7239810233705,-2.76065412047324
"Iburasirazuba","Nyagatare","Tabagwe","Gitengure","Nshuri","E115S70",30.2947415598817,-1.31088230874314
"Amajyepfo","Ruhango","Ntongwe","Nyakabungo","Byimana","E111S80",29.8963593082614,-2.22050813730362
"Iburengerazuba","Nyabihu","Shyira","Mutanda","Ntende","E107S74",29.6078793070464,-1.6806001248403
"Iburengerazuba","Karongi","Ruganda","Rugobagoba","Nyagasambu","E106S79",29.4911092200392,-2.17830922090857
"Iburasirazuba","Ngoma","Mugesera","Nyange","Rusave","E116S79",30.3871488746623,-2.11480660744855
"Iburasirazuba","Rwamagana","Mwulire","Bicumbi","Bicumbi","E116S77",30.3667717094261,-1.9950403384401
"Amajyepfo","Ruhango","Kinazi","Burima","Nyaruteja","E111S79",29.8940625033837,-2.18211997024989
"Iburengerazuba","Rutsiro","Ruhango","Gihira","Murambi","E105S75",29.4008351251872,-1.8253191649643
"Iburasirazuba","Rwamagana","Munyiginya","Binunga","Isangano","E116S77",30.3870008184344,-1.93434433236251
"Amajyepfo","Nyamagabe","Uwinkingi","Mudasomwa","Uwanjyogoro","E106S83",29.4532947977062,-2.49404114645121
"Iburasirazuba","Nyagatare","Musheri","Musheri","Kiyaza","E116S68",30.3804875259789,-1.15621541865429
"Amajyepfo","Gisagara","Gikonko","Mbogo","Mbogo","E111S83",29.8899902103689,-2.47548869272106
"Amajyepfo","Muhanga","Kiyumba","Rukeri","Munini","E109S76",29.7654826031486,-1.84236270883705
"Amajyepfo","Nyamagabe","Kamegeri","Kizi","Kagarama","E107S83",29.5861468086631,-2.52007978446921
"Amajyaruguru","Burera","Nemba","Rubona","Rebero","E111S72",29.8847839399407,-1.56375715348154
"Iburasirazuba","Bugesera","Nyamata","Nyamata y' Umujyi","Gatare Ii","E113S79",30.0966607971354,-2.1389663446181
"Amajyaruguru","Gakenke","Coko","Nyange","Musasa","E110S75",29.79924231733,-1.8178711625094
"Amajyepfo","Muhanga","Kibangu","Gitega","Kaziba","E108S76",29.7002085957701,-1.86429409878219
"Iburasirazuba","Kirehe","Musaza","Nganda","Kaziba","E118S81",30.5991463825929,-2.31773478735118
"Iburasirazuba","Nyagatare","Mukama","Gishororo","Kabeza","E114S71",30.2113283820948,-1.43403678172579
"Iburengerazuba","Nyamasheke","Ruharambuga","Ntendezi","Rukoma","E101S83",29.0211711271018,-2.47443012924048
"Iburengerazuba","Karongi","Murundi","Nzaratsi","Remera","E107S79",29.5383037295841,-2.10651201799106
"Iburasirazuba","Gatsibo","Kabarore","Marimba","Rwimbogo","E115S73",30.3058579919709,-1.57035777270103
"Amajyepfo","Ruhango","Ntongwe","Nyagisozi","Nyarusange","E110S80",29.8446214406746,-2.25612276230133
"Iburasirazuba","Rwamagana","Rubona","Karambi","Karambi","E116S78",30.3848185220843,-2.03131760186854
"Amajyepfo","Nyamagabe","Musange","Gasave","Kabingo","E107S80",29.5542009567684,-2.2375881604412
"Iburasirazuba","Nyagatare","Nyagatare","Bushoga","Ruhuha I","E115S70",30.326213825923,-1.38563985820388
"Amajyepfo","Ruhango","Kabagali","Rwesero","Mayebe","E107S80",29.5631671553659,-2.20606769320213
"Amajyepfo","Muhanga","Mushishiro","Rwigerero","Ryaruyange","E108S77",29.6575211777641,-2.00832416279451
"Iburasirazuba","Bugesera","Rweru","Kintambwe","Nzangwa","E115S81",30.2680746288206,-2.34147782630904
"Amajyepfo","Muhanga","Nyarusange","Rusovu","Rukurazo","E108S79",29.6958772552369,-2.11251320548455
"Amajyepfo","Nyamagabe","Kibumbwe","Bwenda","Murwa","E107S82",29.5611563885924,-2.38439135888464
"Iburasirazuba","Nyagatare","Musheri","Musheri","Gakiri","E116S68",30.391792063192,-1.12251687559994
"Amajyaruguru","Gakenke","Muzo","Mwiyando","Ruhondo","E109S74",29.7046759939536,-1.73796251461401
"Iburengerazuba","Karongi","Murundi","Nyamushishi","Rubona","E107S78",29.5855580007965,-2.09115484460921
"Amajyepfo","Huye","Mukura","Bukomeye","Gahanga","E109S85",29.7305126377343,-2.66363123365921
"Iburasirazuba","Nyagatare","Karangazi","Rwenyemera","Rwenyana","E116S71",30.4140220421578,-1.43168383308484
"Umujyi wa Kigali","Gasabo","Bumbogo","Mvuzo","Kiyoro","E113S76",30.1505050534185,-1.87778497139196
"Amajyepfo","Muhanga","Rongi","Karambo","Nyabikenke","E109S76",29.758729062812,-1.84229668878703
